chr	start	end	TargetGene	CellType	enformer_norm_score
chr15	75831413	75832596	COX5A	K562	
chr15	75902047	75902664	COX5A	K562	
chr15	74760120	74760790	IMP3	K562	
chr15	75167474	75168177	IMP3	K562	
chr15	75831413	75832596	UBE2Q2	K562	5946.964969002676
chr15	76313605	76314105	ETFA	K562	17995.99379902869
chr15	78308337	78308837	PSMA4	K562	
chr15	79178806	79179486	PSMA4	K562	
chr15	78308337	78308837	WDR61	K562	2636.4977926654556
chr15	79178806	79179486	CTSH	K562	
chr15	79178806	79179486	TMED3	K562	0.0
chr15	79178806	79179486	ZFAND6	K562	
chr15	81944915	81945415	MEX3B	K562	0.0
chr15	84948374	84948874	SEC11A	K562	
chr15	84949565	84951278	SEC11A	K562	
chr15	84960502	84961476	SEC11A	K562	
chr15	85188003	85188503	SEC11A	K562	
chr15	88917703	88918547	MFGE8	K562	15187.691622134022
chr15	88919731	88920974	MFGE8	K562	8463.570227476343
chr15	88985349	88986410	MFGE8	K562	952.5297843500425
chr15	88917703	88918547	MRPS11	K562	
chr15	88919731	88920974	MRPS11	K562	
chr15	88919731	88920974	MRPL46	K562	
chr15	89226566	89227066	IDH2	K562	
chr15	90834571	90835071	IDH2	K562	
chr15	90834571	90835071	CIB1	K562	
chr15	90859162	90860275	CIB1	K562	
chr15	90834571	90835071	HDDC3	K562	398.5404742141029
chr16	142952	143452	FAM173A	K562	
chr16	142952	143452	HBQ1	K562	11863.169511884465
chr16	144736	145236	HBQ1	K562	2287.1007919836175
chr16	142952	143452	HBZ	K562	24241.424082774443
chr16	144736	145236	HBZ	K562	7374.058286072256
chr16	142952	143452	MCRIP2	K562	
chr16	144736	145236	MCRIP2	K562	
chr16	142952	143452	METTL26	K562	
chr16	142952	143452	MPG	K562	1839.8260895756775
chr16	142952	143452	MRPL28	K562	
chr16	144736	145236	MRPL28	K562	
chr16	142952	143452	NME4	K562	
chr16	144736	145236	NME4	K562	
chr16	142952	143452	WASH4P	K562	0.0
chr16	144736	145236	HBA1	K562	3564.6399582675094
chr16	144736	145236	POLR3K	K562	1378.5330122799503
chr16	144736	145236	SNRNP25	K562	1210.4756254778997
chr16	1923418	1923918	ELOB	K562	
chr16	2022546	2023904	ELOB	K562	
chr16	2983579	2984079	ELOB	K562	
chr16	3151957	3153231	ELOB	K562	
chr16	1923418	1923918	MRPS34	K562	0.0
chr16	2679823	2680323	MRPS34	K562	
chr16	1923418	1923918	NDUFB10	K562	2529.7444709973697
chr16	1923418	1923918	NUBP2	K562	0.0
chr16	1923418	1923918	PRSS21	K562	
chr16	3151957	3153231	PRSS21	K562	
chr16	1923418	1923918	RNPS1	K562	
chr16	2983579	2984079	RNPS1	K562	
chr16	3151957	3153231	RNPS1	K562	
chr16	1923418	1923918	RPS2	K562	2241.892987902839
chr16	2022546	2023904	RPS2	K562	1712.3723058442035
chr16	2679823	2680323	RPS2	K562	
chr16	1923418	1923918	TSR3	K562	
chr16	2022546	2023904	HAGH	K562	0.0
chr16	2022546	2023904	MSRB1	K562	599.6025339480587
chr16	2679823	2680323	MSRB1	K562	
chr16	2022546	2023904	NME3	K562	
chr16	2022546	2023904	PGP	K562	0.0
chr16	2022546	2023904	SRRM2	K562	
chr16	3151957	3153231	SRRM2	K562	
chr16	2022546	2023904	UBE2I	K562	
chr16	2679823	2680323	ECI1	K562	
chr16	3151957	3153231	ECI1	K562	
chr16	2679823	2680323	MLST8	K562	
chr16	3151957	3153231	MLST8	K562	
chr16	3151957	3153231	FLYWCH2	K562	
chr16	3151957	3153231	HCFC1R1	K562	0.0
chr16	3151957	3153231	THOC6	K562	0.0
chr16	3151957	3153231	ZNF75A	K562	0.0
chr16	8087883	8088383	CARHSP1	K562	
chr16	8108831	8109331	CARHSP1	K562	
chr16	8109891	8111276	CARHSP1	K562	
chr16	8991683	8992403	CARHSP1	K562	0.0
chr16	9047724	9048224	CARHSP1	K562	0.0
chr16	9078932	9079432	CARHSP1	K562	
chr16	9127474	9127974	CARHSP1	K562	
chr16	10323027	10323527	DEXI	K562	
chr16	10500959	10501556	DEXI	K562	
chr16	10500959	10501556	NUBP1	K562	
chr16	10500959	10501556	RMI2	K562	
chr16	11231111	11231611	RSL1D1	K562	
chr16	11233038	11233538	RSL1D1	K562	
chr16	11234006	11234506	RSL1D1	K562	
chr16	11238125	11238991	RSL1D1	K562	
chr16	11231111	11231611	SOCS1	K562	5281.283408674711
chr16	11233038	11233538	SOCS1	K562	16109.684596521727
chr16	11233038	11233538	GSPT1	K562	
chr16	11234006	11234506	GSPT1	K562	
chr16	17013021	17014301	CTD-2576D5.4	K562	0.0
chr16	18945906	18946622	KNOP1	K562	
chr16	18945906	18946622	RPS15A	K562	0.0
chr16	22195560	22196576	METTL9	K562	
chr16	22195560	22196576	UQCRC2	K562	
chr16	22291809	22292309	UQCRC2	K562	
chr16	23274936	23275436	NDUFAB1	K562	
chr16	23727675	23728175	NDUFAB1	K562	0.0
chr16	23784725	23785225	NDUFAB1	K562	0.0
chr16	23803436	23804335	NDUFAB1	K562	
chr16	23821649	23822380	NDUFAB1	K562	
chr16	24462945	24463826	NDUFAB1	K562	
chr16	23274936	23275436	PRKCB	K562	
chr16	23784725	23785225	PRKCB	K562	3706.724244173352
chr16	23803436	23804335	PRKCB	K562	2949.914356449835
chr16	23821649	23822380	PRKCB	K562	2985.0554015890807
chr16	23826451	23827389	PRKCB	K562	11641.54165588626
chr16	23784725	23785225	PLK1	K562	0.0
chr16	23784725	23785225	RBBP6	K562	
chr16	23784725	23785225	UBFD1	K562	
chr16	23821649	23822380	UBFD1	K562	
chr16	28070527	28071027	TUFM	K562	
chr16	29007905	29008405	TUFM	K562	0.0
chr16	29020654	29021154	TUFM	K562	0.0
chr16	29654824	29655324	TUFM	K562	
chr16	29700432	29700932	TUFM	K562	
chr16	29007905	29008405	QPRT	K562	
chr16	30628676	30629176	QPRT	K562	
chr16	29028930	29029716	TMEM219	K562	
chr16	29654824	29655324	TMEM219	K562	
chr16	30628676	30629176	TMEM219	K562	
chr16	29654824	29655324	PPP4C	K562	
chr16	29700432	29700932	PPP4C	K562	
chr16	30628676	30629176	PPP4C	K562	
chr16	30814215	30814817	PPP4C	K562	
chr16	29654824	29655324	SPN	K562	5892.187490171043
chr16	30628676	30629176	SPN	K562	
chr16	29700432	29700932	SPNS1	K562	
chr16	30628676	30629176	ALDOA	K562	
chr16	30814215	30814817	ALDOA	K562	
chr16	30628676	30629176	BCL7C	K562	
chr16	31253589	31254089	BCL7C	K562	
chr16	31535673	31536173	BCL7C	K562	
chr16	30628676	30629176	CD2BP2	K562	
chr16	30628676	30629176	FUS	K562	
chr16	31159593	31160093	FUS	K562	1054.4967921660043
chr16	31243999	31244499	FUS	K562	2541.8482524035617
chr16	31253589	31254089	FUS	K562	3081.694001658312
chr16	31535673	31536173	FUS	K562	
chr16	30628676	30629176	INO80E	K562	
chr16	30628676	30629176	KIF22	K562	
chr16	30628676	30629176	VKORC1	K562	
chr16	53518655	53519155	CHD9	K562	
chr16	55257883	55258383	CRNDE	K562	
chr16	65767025	65767525	CKLF	K562	
chr16	65975030	65975530	FAM96B	K562	
chr16	66315171	66315671	FAM96B	K562	
chr16	67514292	67514792	FAM96B	K562	
chr16	66315171	66315671	NAE1	K562	
chr16	67514292	67514792	NAE1	K562	
chr16	66315171	66315671	TMEM208	K562	
chr16	67514292	67514792	TMEM208	K562	
chr16	67984720	67985362	TMEM208	K562	
chr16	66900493	66900993	CBFB	K562	0.0
chr16	67984720	67985362	CTCF	K562	
chr16	67984720	67985362	E2F4	K562	
chr16	67984720	67985362	NFATC3	K562	0.0
chr16	67984720	67985362	NUTF2	K562	0.0
chr16	68724717	68725217	NUTF2	K562	
chr16	67984720	67985362	TRADD	K562	
chr16	68724717	68725217	CYB5B	K562	
chr16	68724717	68725217	NIP7	K562	
chr16	69529527	69530027	CHTF8	K562	
chr16	81405660	81406160	CMC2	K562	
chr16	81405660	81406160	CMIP	K562	7763.706540344861
chr16	81405660	81406160	GCSH	K562	
chr16	81718861	81719361	GCSH	K562	
chr16	81718861	81719361	CENPN	K562	
chr16	84952138	84953173	COX4I1	K562	
chr16	87871503	87872003	CDT1	K562	
chr16	88333031	88333814	CDT1	K562	
chr16	88799037	88799537	CDT1	K562	14876.606948501962
chr16	89240597	89241689	CDT1	K562	
chr16	87871503	87872003	CYBA	K562	
chr16	88333031	88333814	CYBA	K562	
chr16	88799037	88799537	CYBA	K562	0.0
chr16	88978424	88979804	CYBA	K562	
chr16	87871503	87872003	MAP1LC3B	K562	
chr16	88333031	88333814	MAP1LC3B	K562	
chr16	87871503	87872003	RNF166	K562	
chr16	89240597	89241689	RNF166	K562	
chr16	88333031	88333814	APRT	K562	
chr16	88799037	88799537	APRT	K562	7194.830661067502
chr16	88978424	88979804	APRT	K562	0.0
chr16	89240597	89241689	APRT	K562	
chr16	88799037	88799537	RPL13	K562	
chr16	88978424	88979804	RPL13	K562	
chr16	89025893	89026661	RPL13	K562	
chr16	89240597	89241689	RPL13	K562	
chr16	88799037	88799537	TRAPPC2L	K562	2313.394799646394
chr16	89240597	89241689	TRAPPC2L	K562	
chr16	88799909	88800409	ZC3H18	K562	
chr16	88978424	88979804	ANKRD11	K562	
chr16	88978424	88979804	TCF25	K562	
chr16	89240597	89241689	DEF8	K562	
chr17	1321980	1322935	TIMM22	K562	
chr17	1321980	1322935	YWHAE	K562	1486.3913249832035
chr17	1331562	1332062	PRPF8	K562	
chr17	3918262	3918891	PSMB6	K562	
chr17	3969074	3969574	PSMB6	K562	
chr17	3969074	3969574	EMC6	K562	
chr17	3969074	3969574	ITGAE	K562	0.0
chr17	3969074	3969574	PFN1	K562	
chr17	4002173	4002751	PFN1	K562	
chr17	4660447	4660947	PFN1	K562	
chr17	3969074	3969574	RNF167	K562	
chr17	3969074	3969574	UBE2G1	K562	
chr17	6575183	6575918	CTDNEP1	K562	
chr17	6575183	6575918	TXNDC17	K562	3691.999682860632
chr17	8192076	8192882	EIF4A1	K562	
chr17	8304029	8304948	EIF4A1	K562	
chr17	8192076	8192882	EIF5A	K562	
chr17	8304029	8304948	EIF5A	K562	
chr17	8192076	8192882	RPL26	K562	0.0
chr17	8304029	8304948	RPL26	K562	874.8253656002503
chr17	8386790	8387290	RPL26	K562	9632.009751789123
chr17	8192076	8192882	TRAPPC1	K562	
chr17	8192076	8192882	VAMP2	K562	5062.898783824073
chr17	16386512	16387341	UBB	K562	8423.179980730732
chr17	16395791	16396291	UBB	K562	3090.674825381569
chr17	16398290	16399091	UBB	K562	11449.736661075754
chr17	17354859	17355359	UBB	K562	
chr17	16396630	16397542	CENPV	K562	2636.35895353076
chr17	16516490	16516990	CENPV	K562	0.0
chr17	17354859	17355359	COPS3	K562	964.0220968493537
chr17	27089009	27089780	WSB1	K562	
chr17	27106382	27107794	WSB1	K562	0.0
chr17	27356048	27356712	IFT20	K562	
chr17	27986710	27987338	RPL23A	K562	
chr17	28028967	28029467	RPL23A	K562	
chr17	28033833	28035022	RPL23A	K562	
chr17	28865135	28865635	RPL23A	K562	0.0
chr17	28872623	28873523	RPL23A	K562	0.0
chr17	29237245	29237745	RPL23A	K562	
chr17	29243683	29244183	RPL23A	K562	
chr17	28028967	28029467	POLDIP2	K562	
chr17	28865135	28865635	POLDIP2	K562	
chr17	28872623	28873523	POLDIP2	K562	
chr17	28028967	28029467	TMEM97	K562	
chr17	28872623	28873523	TMEM97	K562	
chr17	29237245	29237745	TMEM97	K562	
chr17	28028967	28029467	TRAF4	K562	
chr17	28033833	28035022	TRAF4	K562	
chr17	28865135	28865635	RP11-20B24.2	K562	38629.07987381241
chr17	28872623	28873523	SDF2	K562	
chr17	31802508	31803008	COPRS	K562	2670.4801617856483
chr17	31802508	31803008	SUZ12	K562	0.0
chr17	32893927	32894699	SUZ12	K562	
chr17	32896587	32897843	SUZ12	K562	
chr17	32910697	32911197	SUZ12	K562	
chr17	32911882	32912998	SUZ12	K562	
chr17	32893739	32895015	MYO1D	K562	6847.69636330076
chr17	32897552	32897572	MYO1D	K562	10279.764148758004
chr17	32909510	32913691	MYO1D	K562	1794.9218098573594
chr17	32893739	32895015	SPACA3	K562	1553.986355991095
chr17	32909510	32913691	SPACA3	K562	1858.3940732134124
chr17	32893739	32895015	TMEM98	K562	3438.932490337983
chr17	32896587	32897843	TMEM98	K562	8965.186446100986
chr17	32909510	32913691	TMEM98	K562	7225.66010841183
chr17	32893927	32894699	PSMD11	K562	
chr17	32896587	32897843	PSMD11	K562	
chr17	32909833	32910333	PSMD11	K562	
chr17	32911882	32912998	PSMD11	K562	
chr17	32893927	32894699	ZNF207	K562	
chr17	32896587	32897843	ZNF207	K562	
chr17	32909833	32910333	ZNF207	K562	
chr17	32910697	32911197	ZNF207	K562	
chr17	32911882	32912998	ZNF207	K562	
chr17	32962150	32962879	ZNF207	K562	
chr17	38867260	38868514	MIEN1	K562	
chr17	39001613	39002808	MIEN1	K562	
chr17	39014424	39014924	MIEN1	K562	
chr17	40111349	40112094	MIEN1	K562	
chr17	40533241	40534063	MIEN1	K562	
chr17	40535942	40536820	MIEN1	K562	
chr17	38867260	38868514	RPL19	K562	
chr17	39001613	39002808	RPL19	K562	
chr17	39014424	39014924	RPL19	K562	0.0
chr17	40111349	40112094	RPL19	K562	
chr17	38867260	38868514	RPL23	K562	9053.753326022592
chr17	39014424	39014924	RPL23	K562	0.0
chr17	39014424	39014924	CDK12	K562	
chr17	40111349	40112094	CDK12	K562	
chr17	40005478	40005978	KRT10	K562	
chr17	40533241	40534063	KRT10	K562	
chr17	40816451	40817141	KRT10	K562	6172.726745560134
chr17	41530112	41531001	KRT10	K562	
chr17	40005478	40005978	PSMD3	K562	3351.9675263382524
chr17	40533241	40534063	PSMD3	K562	
chr17	40844526	40845370	PSMD3	K562	
chr17	40005478	40005978	TMEM99	K562	
chr17	40535942	40536820	TMEM99	K562	
chr17	41547888	41548388	TMEM99	K562	
chr17	40111349	40112094	SMARCE1	K562	
chr17	40533241	40534063	STARD3	K562	
chr17	40535942	40536820	KRT19	K562	
chr17	41530112	41531001	KRT19	K562	41817.8819174009
chr17	41792441	41793544	KRT19	K562	
chr17	41530112	41531001	DNAJC7	K562	
chr17	41678231	41678731	DNAJC7	K562	
chr17	42624116	42624616	DNAJC7	K562	
chr17	42626241	42626741	DNAJC7	K562	
chr17	42928659	42929614	DNAJC7	K562	
chr17	41530112	41531001	EIF1	K562	0.0
chr17	41547888	41548388	EIF1	K562	0.0
chr17	41678231	41678731	EIF1	K562	10816.167392070345
chr17	41697198	41697698	EIF1	K562	8142.9013164164035
chr17	41792441	41793544	EIF1	K562	0.0
chr17	42624116	42624616	EIF1	K562	
chr17	42626241	42626741	EIF1	K562	
chr17	42632927	42633427	EIF1	K562	
chr17	41530112	41531001	NT5C3B	K562	
chr17	42624116	42624616	NT5C3B	K562	
chr17	41530112	41531001	RAB5C	K562	
chr17	41678231	41678731	RAB5C	K562	
chr17	42629599	42630099	RAB5C	K562	
chr17	42632927	42633427	RAB5C	K562	
chr17	42928659	42929614	RAB5C	K562	
chr17	41530112	41531001	STAT3	K562	
chr17	42632927	42633427	STAT3	K562	
chr17	41547888	41548388	STAT5A	K562	
chr17	41678231	41678731	TUBG1	K562	
chr17	42624116	42624616	TUBG1	K562	4634.2073486340605
chr17	42632927	42633427	TUBG1	K562	3782.3862230323907
chr17	41792441	41793544	JUP	K562	14782.048809166441
chr17	41792441	41793544	VPS25	K562	
chr17	42624116	42624616	VPS25	K562	0.0
chr17	42632927	42633427	VPS25	K562	0.0
chr17	42624116	42624616	COASY	K562	1499.020452293463
chr17	42624116	42624616	RPL27	K562	
chr17	42629599	42630099	RPL27	K562	
chr17	42632927	42633427	RPL27	K562	
chr17	42928659	42929614	RPL27	K562	2649.36568531683
chr17	43314846	43315344	RPL27	K562	
chr17	43315445	43316305	RPL27	K562	
chr17	42632927	42633427	COA3	K562	0.0
chr17	42928659	42929614	COA3	K562	0.0
chr17	42632927	42633427	NKIRAS2	K562	
chr17	42632927	42633427	PSME3	K562	0.0
chr17	42928659	42929614	PSME3	K562	0.0
chr17	42699222	42699316	EZH1	K562	6106.385675121725
chr17	44132050	44132708	LINC00910	K562	
chr17	44132050	44132708	SLC25A39	K562	0.0
chr17	44138037	44138537	SLC25A39	K562	0.0
chr17	44245227	44246503	SLC25A39	K562	1277.1307913103406
chr17	44281453	44282034	SLC25A39	K562	4964.359065674717
chr17	44288325	44288825	SLC25A39	K562	7491.329998738706
chr17	44326738	44327238	SLC25A39	K562	13135.13597983954
chr17	44393252	44394081	SLC25A39	K562	1514.68240532542
chr17	44511309	44512279	SLC25A39	K562	0.0
chr17	44523097	44523597	SLC25A39	K562	
chr17	45320848	45321348	SLC25A39	K562	
chr17	44138037	44138537	NMT1	K562	
chr17	44138037	44138537	UBTF	K562	1090.0829802529377
chr17	44288325	44288825	UBTF	K562	3815.4646505045175
chr17	44281453	44282034	LSM12	K562	
chr17	44523097	44523597	LSM12	K562	
chr17	44288325	44288825	GPATCH8	K562	
chr17	44511309	44512279	GRN	K562	0.0
chr17	47239945	47240445	MYL4	K562	6701.118028194101
chr17	48002464	48002964	MYL4	K562	
chr17	47240771	47241271	KPNB1	K562	
chr17	48442793	48443293	KPNB1	K562	
chr17	48486498	48486998	KPNB1	K562	
chr17	48521699	48522551	KPNB1	K562	
chr17	47719374	47719874	NPEPPS	K562	0.0
chr17	47877451	47878055	HOXB9	K562	
chr17	48521699	48522551	HOXB9	K562	0.0
chr17	48002464	48002964	SNF8	K562	
chr17	48442793	48443293	SNF8	K562	
chr17	48486498	48486998	SNF8	K562	
chr17	48488649	48489220	SNF8	K562	
chr17	48491527	48492405	SNF8	K562	
chr17	48519334	48519962	SNF8	K562	
chr17	48521699	48522551	SNF8	K562	
chr17	48972284	48972784	SNF8	K562	7081.434391107933
chr17	48442793	48443293	ATP5G1	K562	
chr17	48486498	48486998	ATP5G1	K562	
chr17	48519334	48519962	ATP5G1	K562	
chr17	48521699	48522551	ATP5G1	K562	
chr17	48442793	48443293	IGF2BP1	K562	
chr17	48486498	48486998	IGF2BP1	K562	
chr17	48486498	48486998	HOXB2	K562	1585.0103768203774
chr17	48486498	48486998	PHB	K562	
chr17	48521699	48522551	PHB	K562	
chr17	48973775	48974275	PHB	K562	
chr17	49193750	49194250	PHB	K562	
chr17	50153521	50154769	PHB	K562	
chr17	48488649	48489220	MRPL10	K562	
chr17	48521699	48522551	CBX1	K562	
chr17	48521699	48522551	HOXB4	K562	6011.820150783896
chr17	48521699	48522551	HOXB7	K562	0.0
chr17	48972284	48972784	SLC35B1	K562	
chr17	50153521	50154769	LRRC59	K562	
chr17	50289804	50290532	LRRC59	K562	0.0
chr17	50153521	50154769	LUC7L3	K562	
chr17	50817183	50817683	LUC7L3	K562	952.0820684512435
chr17	50153521	50154769	MRPL27	K562	
chr17	50154957	50155457	MRPL27	K562	
chr17	50817183	50817683	MRPL27	K562	
chr17	50153521	50154769	PPP1R9B	K562	12239.073024889676
chr17	55737819	55738706	PCTP	K562	6447.690025394553
chr17	55742922	55743519	COX11	K562	
chr17	56876362	56877335	MRPS23	K562	
chr17	57851171	57852134	MRPS23	K562	21932.02185131218
chr17	58289803	58290303	MRPS23	K562	
chr17	57053935	57054753	SRSF1	K562	
chr17	57851171	57852134	SRSF1	K562	0.0
chr17	57851171	57852134	COIL	K562	
chr17	57851171	57852134	RAD51C	K562	
chr17	58289803	58290303	RAD51C	K562	
chr17	57851171	57852134	SUPT4H1	K562	
chr17	58289803	58290303	SUPT4H1	K562	1528.5102048002689
chr17	59296768	59297596	CLTC	K562	
chr17	59616390	59616987	CLTC	K562	9222.967443691387
chr17	62994801	62996104	DCAF7	K562	
chr17	64025648	64026148	DCAF7	K562	
chr17	64331654	64332389	DCAF7	K562	
chr17	63460755	63461255	DDX5	K562	
chr17	64025648	64026148	DDX5	K562	
chr17	65064548	65065048	DDX5	K562	
chr17	63844230	63844730	PSMC5	K562	5597.210058976298
chr17	64708743	64709422	PSMC5	K562	
chr17	64023910	64024664	ICAM2	K562	8763.476787130687
chr17	64025648	64026148	ICAM2	K562	9320.746051412478
chr17	68019653	68021045	HELZ	K562	
chr17	68089842	68090342	C17orf58	K562	804.1055495000468
chr17	73325364	73325864	RPL38	K562	
chr17	74463453	74463953	RPL38	K562	
chr17	74493275	74493775	RPL38	K562	
chr17	74513831	74515116	RPL38	K562	
chr17	75071805	75072305	RPL38	K562	
chr17	74163410	74163910	NT5C	K562	
chr17	75071805	75072305	NT5C	K562	2186.338213422695
chr17	75858668	75859168	NT5C	K562	
chr17	74463453	74463953	ATP5H	K562	
chr17	75071805	75072305	ATP5H	K562	3111.8367724900904
chr17	75858668	75859168	ATP5H	K562	
chr17	74463453	74463953	MRPS7	K562	
chr17	75071805	75072305	MRPS7	K562	0.0
chr17	75858668	75859168	MRPS7	K562	
chr17	74463453	74463953	SUMO2	K562	
chr17	74513831	74515116	SUMO2	K562	
chr17	75071805	75072305	SUMO2	K562	0.0
chr17	75858668	75859168	SUMO2	K562	
chr17	74513831	74515116	GRB2	K562	
chr17	75071805	75072305	H3F3B	K562	
chr17	76601545	76602532	H3F3B	K562	
chr17	75071805	75072305	HN1	K562	715.6146594792425
chr17	75071805	75072305	MIF4GD	K562	
chr17	75071805	75072305	MRPL58	K562	1638.8404050740703
chr17	75071805	75072305	SLC25A19	K562	
chr17	75858668	75859168	METTL23	K562	
chr17	77070139	77071372	METTL23	K562	
chr17	77233618	77234343	METTL23	K562	
chr17	76601545	76602532	SEC14L1	K562	
chr17	76659597	76660588	SEC14L1	K562	
chr17	76601545	76602532	SRSF2	K562	0.0
chr17	76659597	76660588	SRSF2	K562	1433.0332610759085
chr17	76789441	76789941	SRSF2	K562	1362.8453509254803
chr17	76848641	76849141	SRSF2	K562	0.0
chr17	77071380	77072061	SRSF2	K562	
chr17	76601545	76602532	ST6GALNAC1	K562	3658.1250536893035
chr17	76659597	76660588	EXOC7	K562	
chr17	77233618	77234343	BIRC5	K562	
chr17	78258528	78259028	BIRC5	K562	3310.8408280292947
chr17	78301063	78301563	BIRC5	K562	1120.0742651802077
chr17	78937471	78937971	BIRC5	K562	
chr17	78256539	78257039	SYNGR2	K562	468.01928988053686
chr17	78258528	78259028	SYNGR2	K562	607.8804748789756
chr17	78289738	78290238	SYNGR2	K562	0.0
chr17	78784922	78785422	SYNGR2	K562	
chr17	78986611	78987419	SYNGR2	K562	
chr17	78258528	78259028	SOCS3	K562	0.0
chr17	78784922	78785422	TMC6	K562	
chr17	78937471	78937971	TMC6	K562	
chr17	80254696	80255316	NDUFAF8	K562	
chr17	81343049	81343549	NDUFAF8	K562	0.0
chr17	80254696	80255316	RNF213	K562	16557.771521298408
chr17	81343049	81343549	ACTG1	K562	0.0
chr17	81349529	81350254	ACTG1	K562	0.0
chr17	82343494	82343994	ACTG1	K562	
chr17	81343049	81343549	ANAPC11	K562	
chr17	81349529	81350254	ANAPC11	K562	
chr17	81484168	81485150	ANAPC11	K562	
chr17	82287947	82288447	ANAPC11	K562	
chr17	82338905	82339525	ANAPC11	K562	
chr17	81343049	81343549	ARHGDIA	K562	
chr17	81484168	81485150	ARHGDIA	K562	
chr17	82287947	82288447	ARHGDIA	K562	
chr17	81343049	81343549	CCDC137	K562	
chr17	81484168	81485150	CCDC137	K562	0.0
chr17	81343049	81343549	CENPX	K562	
chr17	82338905	82339525	CENPX	K562	
chr17	81343049	81343549	DCXR	K562	
chr17	82343494	82343994	DCXR	K562	
chr17	81343049	81343549	FASN	K562	
chr17	81343049	81343549	GPS1	K562	
chr17	81343049	81343549	MAFG	K562	
chr17	81343049	81343549	MRPL12	K562	
chr17	81484168	81485150	MRPL12	K562	
chr17	82338905	82339525	MRPL12	K562	
chr17	82494383	82494883	MRPL12	K562	
chr17	81343049	81343549	P4HB	K562	
chr17	81484168	81485150	P4HB	K562	
chr17	82494383	82494883	P4HB	K562	
chr17	81343049	81343549	PCYT2	K562	
chr17	81343049	81343549	PYCR1	K562	
chr17	81349529	81350254	PYCR1	K562	
chr17	81484168	81485150	PYCR1	K562	
chr17	81343049	81343549	RAC3	K562	
chr17	81484168	81485150	RAC3	K562	
chr17	81343049	81343549	SLC25A10	K562	
chr17	81484168	81485150	ASPSCR1	K562	
chr17	81484168	81485150	CSNK1D	K562	
chr17	81484168	81485150	OXLD1	K562	0.0
chr17	82287947	82288447	NARF	K562	0.0
chr17	82338905	82339525	NARF	K562	0.0
chr17	82494383	82494883	NARF	K562	3458.547935362697
chr17	82345011	82345888	RP11-498C9.15	K562	
chr18	839269	840459	TYMS	K562	0.0
chr18	839269	840459	USP14	K562	
chr18	3037309	3037809	MYL12A	K562	
chr18	3037309	3037809	MYL12B	K562	
chr18	8890930	8891430	NDUFV2	K562	
chr18	8893172	8894143	NDUFV2	K562	
